"","language","created_at","watchers_sum","forks_sum","count","all_watchers","all_forks","fork_day_ratio","watchers_day_ratio","year","month"
"598","Java","2012-03-08",2726,2025,1764,69689,21967,0.0921837301406655,0.0391166468165708,2012,3
"599","Java","2011-09-15",12580,4629,336,92566,42047,0.110091088543772,0.135903031350604,2011,9
"600","Java","2011-01-31",2130,1279,96,69005,11193,0.114267845975163,0.0308673284544598,2011,1
"601","Java","2009-10-04",24448,2824,38,971011,142344,0.0198392626313719,0.0251778816099921,2009,10
"602","Java","2011-12-15",14200,3241,1116,37680,10424,0.310917114351497,0.376857749469214,2011,12
"603","Java","2009-02-01",23,1,1,13154,3671,0.000272405339144647,0.00174851756119811,2009,2
"604","Java","2010-03-19",4,2,1,104945,14801,0.000135126004999662,3.81152032016771e-05,2010,3
"605","Java","2011-01-16",6795,833,66,67243,7939,0.104925053533191,0.101051410555746,2011,1
"606","Java","2009-11-01",5,5,2,6453,1070,0.00467289719626168,0.000774833410816674,2009,11
"607","Java","2011-03-15",1844,529,160,87498,14818,0.0356998245377244,0.0210747674232554,2011,3
"608","Java","2011-07-10",161725,74747,1035,176743,76433,0.977941465073986,0.915029166643092,2011,7
"609","Java","2010-06-16",91,86,55,1057760,137442,0.000625718484888171,8.60308576614733e-05,2010,6
"610","Java","2011-09-26",2922,1194,289,105170,34490,0.034618730066686,0.0277835884758011,2011,9
"611","Java","2011-02-18",18916,11488,323,231608,80438,0.142818071060941,0.0816724810887361,2011,2
"612","Java","2010-04-18",122,50,3,28867,6452,0.00774953502789833,0.00422627914227318,2010,4
"613","Java","2011-06-07",1036,486,131,588967,110596,0.0043943723100293,0.00175901196501672,2011,6
"614","Java","2010-08-13",94,53,7,350668,109090,0.000485837381978183,0.000268059817263052,2010,8
"615","Java","2009-02-04",3879,911,28,137193,13056,0.0697763480392157,0.0282740373051103,2009,2
"616","Java","2010-02-06",712,205,42,59509,11866,0.017276251474802,0.0119645767867045,2010,2
"617","Java","2008-06-08",43,12,1,61087,9021,0.00133022946458264,0.000703914089740861,2008,6
"618","Java","2010-10-18",288,74,35,79786,17711,0.00417819434249901,0.00360965582934349,2010,10
"619","Java","2011-04-07",85903,21710,579,594717,70302,0.308810560154761,0.144443491610295,2011,4
"620","Java","2008-06-06",778,104,8,11915,4096,0.025390625,0.0652958455728074,2008,6
"621","Java","2010-05-30",7727,1163,52,60016,5328,0.218280780780781,0.128749000266596,2010,5
"622","Java","2008-12-10",12,6,1,4905,1136,0.00528169014084507,0.00244648318042813,2008,12
"623","Java","2010-07-09",300,102,37,26323,3497,0.0291678581641407,0.011396877255632,2010,7
"624","Java","2011-05-18",3586,1123,186,46695,18320,0.0612991266375546,0.0767962308598351,2011,5
"625","Java","2010-10-06",390701,97527,485,441378,108062,0.902509670374415,0.885184581016725,2010,10
"626","Java","2012-03-18",7646,3183,2943,43452,23676,0.134439939178915,0.175964282426586,2012,3
"627","Java","2011-02-10",170,105,20,43656,11695,0.00897819581017529,0.00389408099688474,2011,2
"628","Java","2012-01-13",8862,3515,490,95620,17000,0.206764705882353,0.0926793557833089,2012,1
"629","Java","2008-06-12",23,5,1,1730,253,0.0197628458498024,0.0132947976878613,2008,6
"630","Java","2009-04-26",75,20,2,264,62,0.32258064516129,0.284090909090909,2009,4
"631","Java","2010-04-03",790,170,13,5943,1456,0.116758241758242,0.132929496887094,2010,4
"632","Java","2011-06-17",73776,6282,355,93861,11000,0.571090909090909,0.786013360181545,2011,6
"633","Java","2011-06-24",3363,966,127,725400,23683,0.0407887514250728,0.00463606286186931,2011,6
"634","Java","2009-02-13",5470,1607,74,6900,1829,0.878622197922362,0.792753623188406,2009,2
"635","Java","2009-10-11",59,10,4,3192,463,0.0215982721382289,0.018483709273183,2009,10
"636","Java","2008-11-12",134,69,5,20807,5598,0.0123258306538049,0.00644014033738646,2008,11
"637","Java","2009-12-04",17,17,17,6289,527,0.032258064516129,0.00270313245349022,2009,12
"638","Java","2010-12-17",1195,316,53,14647,4895,0.0645556690500511,0.0815866730388475,2010,12
"639","Java","2012-02-05",2969,1197,567,293438,37887,0.0315939504315464,0.010117980629639,2012,2
"640","Java","2010-09-18",360,111,12,581194,72507,0.00153088667301088,0.000619414515635055,2010,9
"641","Java","2009-03-31",18,11,2,237939,49792,0.000220919023136247,7.56496412946175e-05,2009,3
"642","Java","2011-02-09",6875,3733,225,62016,12347,0.302340649550498,0.110858488132095,2011,2
"643","Java","2011-05-04",452,180,59,19666,4679,0.038469758495405,0.0229838299603376,2011,5
"644","Java","2010-11-04",42756,21770,338,90195,29509,0.7377410281609,0.474039580908033,2010,11
"645","Java","2011-11-06",440,225,167,76161,21536,0.0104476225854383,0.00577723506781686,2011,11
"646","Java","2010-11-30",951,203,12,11872,4169,0.0486927320700408,0.0801044474393531,2010,11
"647","Java","2011-12-14",498,276,211,208608,17094,0.0161460161460161,0.00238725264611137,2011,12
"648","Java","2011-02-17",3235,1436,281,347814,38814,0.0369969598598444,0.00930094820795023,2011,2
"649","Java","2008-05-12",27403,3869,22,90673,9835,0.393390950686324,0.302217859781853,2008,5
"650","Java","2008-11-04",28,16,4,103223,8109,0.00197311629054137,0.000271257374809878,2008,11
"651","Java","2009-12-12",3210,588,37,8149,1527,0.385068762278978,0.393913363602896,2009,12
"652","Java","2009-12-13",9,3,1,157701,7512,0.000399361022364217,5.70700249205776e-05,2009,12
"653","Java","2011-09-19",5090,1559,176,45333,13943,0.111812378971527,0.112280237354686,2011,9
"654","Java","2009-04-05",1,0,1,12913,1576,0,7.74413381863239e-05,2009,4
"655","Java","2010-03-04",729,169,22,106145,12355,0.0136786726021853,0.00686796363465071,2010,3
"656","Java","2011-09-02",1378,518,267,731995,194820,0.0026588645929576,0.00188252651998989,2011,9
"657","Java","2011-06-14",321,160,87,38778,6474,0.0247142415817115,0.00827788952498839,2011,6
"658","Java","2009-11-11",436,84,6,19505,4563,0.0184089414858646,0.0223532427582671,2009,11
"659","Java","2010-10-04",65014,25104,163,213234,61838,0.405963970374204,0.304895091777109,2010,10
"660","Java","2009-10-05",5312,917,36,59917,11792,0.0777645861601085,0.0886559740975015,2009,10
"661","Java","2011-04-03",43,25,12,38793,9003,0.00277685216039098,0.00110844740030418,2011,4
"662","Java","2010-08-06",411,248,16,17038,3444,0.0720092915214866,0.0241225495950229,2010,8
"663","Java","2012-03-02",2902,1904,1675,528168,40743,0.0467319539552807,0.00549446388270399,2012,3
"664","Java","2009-08-30",69,13,2,8309,911,0.0142700329308452,0.0083042484053436,2009,8
"665","Java","2011-09-05",2682,847,208,628671,115966,0.00730386492592656,0.00426614238608111,2011,9
"666","Java","2010-05-28",88,29,9,37745,7066,0.00410416076988395,0.00233143462710293,2010,5
"667","Java","2009-08-23",4162,910,46,1246133,215136,0.0042298824929347,0.00333993241491879,2009,8
"668","Java","2011-04-22",519,258,44,92508,7039,0.0366529336553488,0.00561032559346219,2011,4
"669","Java","2011-07-03",10080,1767,156,24337,9038,0.195507855720292,0.414184164030078,2011,7
"670","Java","2009-04-01",13694,5480,343,107490,19617,0.279349543763063,0.127397897478835,2009,4
"671","Java","2010-10-19",2481,1032,177,105440,18477,0.0558532229257996,0.0235299696509863,2010,10
"672","Java","2009-05-24",585,507,39,2196,713,0.711079943899018,0.266393442622951,2009,5
"673","Java","2011-12-27",733,400,146,209259,11125,0.0359550561797753,0.00350283619820414,2011,12
"674","Java","2011-04-17",17717,6237,231,59498,13137,0.474765928294131,0.297774715116475,2011,4
"675","Java","2011-04-12",413,176,73,71327,13502,0.0130351059102355,0.00579023371233895,2011,4
"676","Java","2012-02-13",116363,18143,1585,271814,42848,0.423426997759522,0.428097890469218,2012,2
"677","Java","2011-08-10",3489,1722,164,43162,11843,0.145402347378198,0.0808349937444975,2011,8
"678","Java","2010-11-23",430,85,27,47336,13792,0.00616299303944316,0.00908399526787223,2010,11
"679","Java","2009-08-05",18,2,1,53283,8692,0.000230096640589047,0.00033781881650808,2009,8
"680","Java","2009-09-26",206,63,8,1326,259,0.243243243243243,0.155354449472097,2009,9
"681","Java","2011-01-06",6510,851,107,117753,13476,0.0631493024636391,0.0552852156632952,2011,1
"682","Java","2011-03-28",654,202,73,412515,46271,0.00436558535583843,0.00158539689465838,2011,3
"683","Java","2011-11-22",70097,18213,424,252915,47465,0.383714315811651,0.277156356878793,2011,11
"684","Java","2010-09-28",40383,17269,151,86643,23590,0.732047477744807,0.466084969357017,2010,9
"685","Java","2011-06-26",210,121,32,76384,23796,0.00508488821650698,0.00274926686217009,2011,6
"686","Java","2009-07-09",353,120,5,5490,2256,0.0531914893617021,0.0642987249544627,2009,7
"687","Java","2011-01-02",639403,258935,615,643961,259871,0.996398212959507,0.99292193160766,2011,1
"688","Java","2010-11-19",162,85,26,191403,52699,0.00161293383176151,0.000846381718154888,2010,11
"689","Java","2011-06-11",340,159,43,47940,6027,0.0263812842210055,0.00709219858156028,2011,6
"690","Java","2009-11-15",546,129,55,42423,11033,0.0116921961388562,0.0128703769181812,2009,11
"691","Java","2008-05-01",72,6,2,1362,471,0.0127388535031847,0.052863436123348,2008,5
"692","Java","2010-02-10",121068,44632,274,159754,59701,0.747592167635383,0.757840179275636,2010,2
"693","Java","2009-05-08",15094,3445,81,30526,5371,0.641407559113759,0.49446373583175,2009,5
"694","Java","2011-01-30",2191,845,106,242596,42001,0.0201185686055094,0.00903147619911293,2011,1
"695","Java","2010-10-10",372,88,8,133288,16641,0.0052881437413617,0.0027909489226337,2010,10
"696","Java","2010-10-31",20,11,7,117085,20935,0.000525435872940053,0.000170816073792544,2010,10
"697","Java","2011-08-18",4374,3423,298,16313,6434,0.532017407522537,0.268129712499234,2011,8
"698","Java","2009-09-02",860,256,25,4635,1242,0.206119162640902,0.18554476806904,2009,9
"699","Java","2009-07-19",8576,3540,142,9546,3674,0.963527490473598,0.898386758851875,2009,7
"700","Java","2010-04-01",245,66,12,33661,5472,0.0120614035087719,0.00727845280888862,2010,4
"701","Java","2010-01-19",10,6,2,2250401,546661,1.09757235288415e-05,4.44365248682346e-06,2010,1
"702","Java","2011-09-09",2319,444,209,86541,10213,0.0434740037207481,0.0267965473012792,2011,9
"703","Java","2009-08-12",305,55,5,2649,660,0.0833333333333333,0.11513778784447,2009,8
"704","Java","2011-02-15",10127,2089,184,43333,9508,0.219709718132099,0.233701797706136,2011,2
"705","Java","2012-01-24",1888,1746,563,62740,11545,0.151234300563014,0.0300924450111572,2012,1
"706","Java","2012-03-30",1326,1043,1211,17574,10079,0.103482488342097,0.0754523728234892,2012,3
"707","Java","2011-10-18",6576,2290,631,28767,8773,0.261028154565143,0.22859526540828,2011,10
"708","Java","2009-08-20",5647,2083,46,22152,5386,0.386743408837727,0.254920548934633,2009,8
"709","Java","2010-02-26",84790,12354,119,134256,26521,0.465819539233061,0.631554641878203,2010,2
"710","Java","2010-06-29",281883,109760,381,443136,158610,0.6920118529727,0.636109456239168,2010,6
"711","Java","2010-08-01",127,48,5,1044227,211959,0.000226458890634509,0.000121621065151543,2010,8
"712","Java","2010-12-22",63,25,16,31810,6390,0.00391236306729264,0.00198050927381327,2010,12
"713","Java","2010-08-12",1035,226,29,24064,3362,0.0672218917311124,0.0430103058510638,2010,8
"714","Java","2011-08-03",471,214,126,18483,4621,0.0463103224410301,0.0254828761564681,2011,8
"715","Java","2009-03-14",1,1,1,2344,402,0.00248756218905473,0.000426621160409556,2009,3
"716","Java","2009-03-19",4184,1638,18,107269,11817,0.138613861386139,0.0390047450801257,2009,3
"717","Java","2011-03-27",1771,476,265,18340,3978,0.11965811965812,0.0965648854961832,2011,3
"718","Java","2009-03-21",4,2,1,1986369,274464,7.28693016206133e-06,2.01372453959964e-06,2009,3
"719","Java","2009-01-14",138,33,3,70952,7375,0.00447457627118644,0.00194497688578194,2009,1
"720","Java","2011-02-06",9507,6688,127,287688,40083,0.1668537784098,0.033046216734796,2011,2
"721","Java","2012-02-01",1301,640,697,102202,18444,0.0346996313164173,0.0127296921782353,2012,2
"722","Java","2009-10-12",250,127,16,41677,9594,0.0132374400667084,0.0059985123689325,2009,10
"723","Java","2011-12-23",16813,9854,432,28581,13099,0.752271165737843,0.588257933592247,2011,12
"724","Java","2012-01-27",4028,1862,811,25121,9587,0.194221341399812,0.160343935352892,2012,1
"725","Java","2010-07-29",160,80,15,110593,21231,0.0037680749846922,0.00144674617742533,2010,7
"726","Java","2011-05-28",4898,1256,131,29255,3281,0.382810118866199,0.167424371902239,2011,5
"727","Java","2008-09-02",5,0,1,1729,438,0,0.00289184499710815,2008,9
"728","Java","2010-03-14",2,1,1,5507,2417,0.000413736036408771,0.00036317414200109,2010,3
"729","Java","2011-03-12",213,58,21,39157,7636,0.00759559979046621,0.00543964042189136,2011,3
"730","Java","2010-10-08",3723,1584,73,23933,10062,0.15742397137746,0.155559269627711,2010,10
"731","Java","2010-12-30",1339,769,118,76999,11482,0.0669743947047553,0.0173898362316394,2010,12
"732","Java","2011-09-22",903,327,194,151278,12489,0.026183041076147,0.00596914290247095,2011,9
"733","Java","2010-12-24",2324,881,93,12351,3043,0.289516924088071,0.188162901789329,2010,12
"734","Java","2009-10-15",9340,7247,217,23656,10195,0.710838646395292,0.394825836996956,2009,10
"735","Java","2010-02-08",741438,102349,437,1645265,258996,0.395175987273935,0.450649591403209,2010,2
"736","Java","2011-10-24",387,157,111,23719,7120,0.0220505617977528,0.0163160335595936,2011,10
"737","Java","2009-08-02",17,10,2,4260,682,0.0146627565982405,0.0039906103286385,2009,8
"738","Java","2010-09-02",2290,656,32,17227,2797,0.234537003932785,0.13293086434086,2010,9
"739","Java","2009-06-10",23,7,1,11146,2729,0.00256504213997801,0.00206352054548717,2009,6
"740","Java","2011-07-15",1667,427,77,111410,12179,0.0350603497824123,0.0149627502019567,2011,7
"741","Java","2011-02-07",686,349,56,796239,111681,0.00312497201851703,0.000861550363647096,2011,2
"742","Java","2009-09-24",22,14,5,56240,8541,0.00163915232408383,0.000391180654338549,2009,9
"743","Java","2011-01-05",13428,5540,157,48138,12022,0.46082182665114,0.278948024429764,2011,1
"744","Java","2011-10-21",29401,17213,376,72851,25045,0.687282890796566,0.403577164349151,2011,10
"745","Java","2011-08-29",292,114,86,273260,109268,0.00104330636599919,0.00106857937495426,2011,8
"746","Java","2011-07-31",1467,294,146,7217,1646,0.17861482381531,0.203270056810309,2011,7
"747","Java","2010-08-31",802,257,29,23375,5824,0.0441277472527473,0.0343101604278075,2010,8
"748","Java","2010-04-28",30,11,6,6848,1276,0.00862068965517241,0.00438084112149533,2010,4
"749","Java","2010-10-23",4443,1805,50,62203,10993,0.164195397070863,0.0714274231146408,2010,10
"750","Java","2011-10-22",1214,221,111,25657,7058,0.0313119863984131,0.0473165218069143,2011,10
"751","Java","2012-01-22",1167,422,366,21532,5680,0.0742957746478873,0.0541984023778562,2012,1
"752","Java","2012-03-28",1920,1428,1651,107089,49042,0.0291178989437625,0.0179290123168579,2012,3
"753","Java","2009-05-29",7737,2855,57,59854,11281,0.253080400673699,0.129264543723059,2009,5
"754","Java","2011-06-01",551,247,87,66721,8321,0.0296839322196851,0.00825826951034907,2011,6
"755","Java","2010-07-27",70,56,31,498106,60647,0.000923376259336818,0.000140532336490627,2010,7
"756","Java","2012-03-09",23769,21864,2828,88512,37423,0.584239638724848,0.268539859002169,2012,3
"757","Java","2008-05-31",4599,1448,62,19493,5385,0.268895078922934,0.235930846970707,2008,5
"758","Java","2011-06-09",66726,49220,675,293010,74897,0.657169179005835,0.227726016176922,2011,6
"759","Java","2009-04-10",26,3,1,4594,975,0.00307692307692308,0.00565955594253374,2009,4
"760","Java","2012-02-18",1655,1105,712,46888,15796,0.0699544188402127,0.0352968776659273,2012,2
"761","Java","2011-09-10",788,412,112,152695,13005,0.031680123029604,0.00516061429647336,2011,9
"762","Java","2010-03-16",257,110,6,303979,104659,0.00105103240046245,0.000845453139855056,2010,3
"763","Java","2011-07-17",388,377,189,12818,2777,0.135758012243428,0.0302699329068497,2011,7
"764","Java","2008-10-21",19563,11908,164,194255,54108,0.220078361794929,0.100707832488224,2008,10
"765","Java","2011-02-21",2239,547,48,22381,4048,0.135128458498024,0.100040212680399,2011,2
"766","Java","2008-12-25",19,3,1,9934,1376,0.00218023255813953,0.00191262331387155,2008,12
"767","Java","2010-03-22",4735,852,25,81443,12487,0.0682309601986066,0.0581388210159252,2010,3
"768","Java","2011-10-29",89,56,47,187094,17842,0.0031386615850241,0.000475696708606369,2011,10
"769","Java","2012-03-17",3822,2731,2118,84974,17889,0.152663648051875,0.0449784640007532,2012,3
"770","Java","2010-04-15",9255,3137,72,1641217,355996,0.00881189676288498,0.00563910805213448,2010,4
"771","Java","2009-12-01",146,82,10,18962,3318,0.024713682941531,0.0076996097458074,2009,12
"772","Java","2010-06-02",13,5,1,55359,12396,0.000403355921264924,0.000234830831481783,2010,6
"773","Java","2011-11-08",1533,424,85,32603,9913,0.0427721174215676,0.0470202128638469,2011,11
"774","Java","2011-03-10",22130,13162,433,136975,53321,0.246844582809775,0.161562328892134,2011,3
"775","Java","2011-03-17",204,77,64,29801,7640,0.0100785340314136,0.00684540787221905,2011,3
"776","Java","2011-03-04",894,432,70,15146,4093,0.105546054238945,0.0590254852766407,2011,3
"777","Java","2010-02-22",34,2,2,20626,3155,0.00063391442155309,0.00164840492582178,2010,2
"778","Java","2011-02-03",42909,18045,289,96865,30210,0.597318768619662,0.442977339596345,2011,2
"779","Java","2010-01-22",821,252,18,52871,5027,0.0501293017704396,0.0155283614836111,2010,1
"780","Java","2011-11-21",438,203,122,57122,11597,0.0175045270328533,0.00766779874654249,2011,11
"781","Java","2011-08-13",163,86,84,589848,46775,0.001838588989845,0.000276342379731728,2011,8
"782","Java","2012-03-19",6175,3861,3336,542516,44256,0.0872424078091106,0.011382152784434,2012,3
"783","Java","2009-04-23",48,30,3,5286,1078,0.0278293135435993,0.00908059023836549,2009,4
"784","Java","2010-01-03",2925,285,6,35205,6878,0.0414364640883978,0.0830847890924585,2010,1
"785","Java","2011-10-14",8539,1760,621,54412,10276,0.171272868820553,0.156932294346835,2011,10
"786","Java","2009-05-02",11,0,1,5477,1052,0,0.0020083987584444,2009,5
"787","Java","2011-12-30",183,64,65,235722,36322,0.00176201751004901,0.00077633822893069,2011,12
"788","Java","2010-11-09",184864,38340,326,398052,87151,0.439926105265574,0.464421733843819,2010,11
"789","Java","2008-10-18",179,33,2,372,74,0.445945945945946,0.481182795698925,2008,10
"790","Java","2011-05-25",214,79,51,1450105,155363,0.000508486576598032,0.000147575520393351,2011,5
"791","Java","2010-01-27",27,13,3,3457,597,0.0217755443886097,0.00781024009256581,2010,1
"792","Java","2009-05-14",302,120,3,19967,4233,0.0283486888731396,0.0151249561776932,2009,5
"793","Java","2011-08-25",2029,1088,175,40771,6810,0.159765051395007,0.0497657648819014,2011,8
"794","Java","2008-05-19",117,18,3,144,23,0.782608695652174,0.8125,2008,5
"795","Java","2010-04-06",347,104,14,2295714,323335,0.000321647826557595,0.000151151232252798,2010,4
"796","Java","2009-08-26",82,15,2,77578,16967,0.000884069075263747,0.00105700069607363,2009,8
"797","Java","2011-02-27",181,71,37,581126,81926,0.000866635744452311,0.00031146429517867,2011,2
"798","Java","2008-02-27",6,5,1,20693,3211,0.00155714730613516,0.000289953124244914,2008,2
"799","Java","2011-09-18",242,112,102,66179,10328,0.010844306738962,0.00365674911981142,2011,9
"800","Java","2011-06-08",2115,765,491,483100,94061,0.00813302006144949,0.00437797557441524,2011,6
"801","Java","2009-06-04",3,1,1,4775,756,0.00132275132275132,0.0006282722513089,2009,6
"802","Java","2010-10-21",376,125,28,94029,25477,0.00490638615221572,0.00399876633804465,2010,10
"803","Java","2009-11-10",171,1035,5,22724,4434,0.233423545331529,0.00752508361204013,2009,11
"804","Java","2010-06-22",5,2,2,771422,82970,2.41050982282753e-05,6.48153669457184e-06,2010,6
"805","Java","2011-07-01",893,315,276,105349,10483,0.0300486501955547,0.00847658734302177,2011,7
"806","Java","2011-03-19",309,78,33,27219,4301,0.0181353173680539,0.0113523641573901,2011,3
"807","Java","2009-05-27",16,4,2,24064808,2799622,1.42876431175352e-06,6.64871292553009e-07,2009,5
"808","Java","2009-02-06",188,85,2,24668,3169,0.0268223414326286,0.00762120966434247,2009,2
"809","Java","2010-03-02",3,1,1,47911,10473,9.54836245583882e-05,6.26161006866899e-05,2010,3
"810","Java","2011-03-31",16052,5734,444,35103,9985,0.574261392088132,0.45728285331738,2011,3
"811","Java","2010-07-08",620602,482983,1229,636129,485144,0.995545652424847,0.975591428782527,2010,7
"812","Java","2010-10-03",254,158,28,77010,10622,0.0148747881754848,0.00329827295156473,2010,10
"813","Java","2012-01-09",3155,1274,473,44948,16616,0.0766730861819933,0.0701922221233425,2012,1
"814","Java","2011-08-20",93,60,32,575730,67574,0.000887915470447213,0.000161534052420405,2011,8
"815","Java","2009-03-06",2,0,1,17976,1950,0,0.00011125945705385,2009,3
"816","Java","2011-04-04",1341,207,109,180183,28268,0.00732276779397198,0.00744243352591532,2011,4
"817","Java","2010-11-08",1170,428,51,42794,7462,0.057357276869472,0.0273402813478525,2010,11
"818","Java","2011-09-23",1217,887,126,84870,13915,0.0637441609773626,0.0143395781783905,2011,9
"819","Java","2010-04-29",224,58,18,17616,3220,0.0180124223602484,0.0127157129881926,2010,4
"820","Java","2011-04-01",703,416,67,39613,17597,0.0236403932488492,0.0177466993158811,2011,4
"821","Java","2009-05-22",9,5,3,7419,745,0.00671140939597315,0.00121310149615851,2009,5
"822","Java","2009-11-13",2495,362,16,17037,2995,0.120868113522538,0.146445970534719,2009,11
"823","Java","2010-12-18",149,31,22,10828,2517,0.012316249503377,0.013760620613225,2010,12
"824","Java","2010-06-13",26,4,1,11410,2098,0.00190657769304099,0.00227870289219982,2010,6
"825","Java","2010-06-30",97669,16838,355,113527,18794,0.895924231137597,0.860315167317026,2010,6
"826","Java","2008-12-19",10,10,5,25005,4854,0.00206015657189946,0.000399920015996801,2008,12
"827","Java","2009-11-16",135,42,2,574913,59381,0.000707296946834846,0.000234818137700835,2009,11
"828","Java","2009-05-01",32,16,8,113861,24901,0.000642544476125457,0.000281044431368072,2009,5
"829","Java","2009-09-01",17,3,1,35134,5200,0.000576923076923077,0.000483861786303865,2009,9
"830","Java","2009-11-17",5,2,1,181509,28320,7.06214689265537e-05,2.7546843407214e-05,2009,11
"831","Java","2011-11-15",4295,2328,342,35723,11572,0.201175250604908,0.120230663718053,2011,11
"832","Java","2010-08-16",450,108,8,110803,24571,0.00439542550160759,0.004061261879191,2010,8
"833","Java","2012-01-19",7890,1502,752,79438,23040,0.0651909722222222,0.0993227422644075,2012,1
"834","Java","2009-04-28",51,6,1,9764,1206,0.00497512437810945,0.00522326915198689,2009,4
"835","Java","2011-04-30",257,103,29,338809,39597,0.00260120716215875,0.000758539472091946,2011,4
"836","Java","2010-10-01",2199,133,22,39419,6630,0.0200603318250377,0.055785281209569,2010,10
"837","Java","2010-11-05",395,60,90,11347,2879,0.0208405696422369,0.0348109632501983,2010,11
"838","Java","2008-07-14",223915,23636,142,751238,98552,0.239832778634629,0.298061333425625,2008,7
"839","Java","2010-12-02",15057,5472,192,210873,48496,0.112834048168921,0.0714031668350144,2010,12
"840","Java","2012-01-02",1188,635,423,14234,5190,0.122350674373796,0.0834621329211747,2012,1
"841","Java","2008-09-23",66,15,3,4963,1570,0.00955414012738853,0.0132984082208342,2008,9
"842","Java","2010-08-20",400,262,12,17437,2967,0.0883046848668689,0.0229397258702758,2010,8
"843","Java","2010-10-20",800,370,33,12340,2895,0.127806563039724,0.0648298217179903,2010,10
"844","Java","2012-02-08",6340,3630,1944,43252,11737,0.309278350515464,0.146582816979562,2012,2
"845","Java","2010-05-27",43,14,4,4508,714,0.0196078431372549,0.00953859804791482,2010,5
"846","Java","2009-07-23",63,8,7,20901,3932,0.00203458799593082,0.00301420984641883,2009,7
"847","Java","2011-08-23",1440,589,294,80711,11524,0.0511107254425547,0.0178414342530758,2011,8
"848","Java","2009-05-12",1652,861,30,131285,86907,0.00990714211743588,0.0125833111170355,2009,5
"849","Java","2011-06-15",467,114,52,2024013,245997,0.000463420285613239,0.000230729743336629,2011,6
"850","Java","2010-08-10",292,175,53,140234,12093,0.0144711816753494,0.00208223398034713,2010,8
"851","Java","2011-09-14",2239,951,326,24251,7152,0.132969798657718,0.0923260896457878,2011,9
"852","Java","2009-04-30",1,0,1,233999,48479,0,4.2735225364211e-06,2009,4
"853","Java","2009-06-27",36,11,3,110120,23545,0.000467190486302824,0.000326916091536506,2009,6
"854","Java","2010-11-07",5351,2217,56,168925,38959,0.0569059780795195,0.0316767796359331,2010,11
"855","Java","2010-10-15",8351,4612,144,120228,24404,0.188985412227504,0.0694596932494926,2010,10
"856","Java","2010-06-01",377,161,23,317396,27756,0.0058005476293414,0.00118779064638496,2010,6
"857","Java","2008-03-04",24,17,1,16391,5392,0.00315281899109792,0.00146421816850711,2008,3
"858","Java","2009-10-26",2,2,2,855,118,0.0169491525423729,0.00233918128654971,2009,10
"859","Java","2009-09-23",70,50,10,3527,576,0.0868055555555556,0.0198468953785086,2009,9
"860","Java","2010-10-24",305,71,12,321803,78111,0.000908962886149198,0.000947784824877332,2010,10
"861","Java","2010-05-05",290,40,13,219194,40359,0.000991104834113828,0.00132302891502505,2010,5
"862","Java","2011-12-20",1324,535,353,1508353,108226,0.00494335926671964,0.000877778610179447,2011,12
"863","Java","2011-03-02",2959,1134,117,142905,20576,0.0551127527216174,0.020706063468738,2011,3
"864","Java","2012-03-31",680,560,661,7368,5436,0.103016924208977,0.0922909880564604,2012,3
"865","Java","2009-06-30",316,104,4,120332,16645,0.00624812255932713,0.00262606787886846,2009,6
"866","Java","2010-07-16",16,4,4,67541,14376,0.000278241513633834,0.000236893146385159,2010,7
"867","Java","2009-06-17",1664,342,25,57198,12652,0.0270312993993045,0.0290919262911291,2009,6
"868","Java","2009-02-12",2,0,1,29639,2751,0,6.74786598738149e-05,2009,2
"869","Java","2008-11-18",32,10,5,132604,58463,0.000171048355370063,0.000241320020512202,2008,11
"870","Java","2011-04-21",538,248,80,1032945,118728,0.00208880803180379,0.000520840896659551,2011,4
"871","Java","2009-08-24",8208,1745,41,18804,5063,0.344657317795773,0.436502871729419,2009,8
"872","Java","2011-04-23",432,105,37,167244,10936,0.00960131675201171,0.00258305230680921,2011,4
"873","Java","2009-09-11",6,4,2,6383,1209,0.0033085194375517,0.000939996866677111,2009,9
"874","Java","2010-12-14",888,435,74,27289,5572,0.0780689160086145,0.0325405841181428,2010,12
"875","Java","2010-05-18",198,21,3,32933,5596,0.00375268048606147,0.00601220660128139,2010,5
"876","Java","2009-05-20",41479,7837,150,36403708,16781620,0.000466999014397895,0.00113941689676227,2009,5
"877","Java","2011-07-27",1698,520,253,58315,12157,0.0427737106193962,0.0291177227128526,2011,7
"878","Java","2011-05-16",1752,217,71,81449,15201,0.0142753766199592,0.0215103930066667,2011,5
"879","Java","2010-02-27",2852,493,19,796266,149125,0.0033059513830679,0.00358171766721171,2010,2
"880","Java","2012-02-20",99218,59495,1743,520349,91131,0.652851389757602,0.190675873308107,2012,2
"881","Java","2009-01-15",31112,8547,62,1289206,220048,0.0388415254853487,0.0241326832174222,2009,1
"882","Java","2011-03-21",239,67,49,111214,16187,0.00413912398838574,0.00214901001672451,2011,3
"883","Java","2010-01-15",9,8,7,48059,8925,0.000896358543417367,0.000187269814186729,2010,1
"884","Java","2009-05-04",27,18,9,1117,338,0.0532544378698225,0.0241718889883617,2009,5
"885","Java","2011-01-14",163,80,88,907308,144525,0.00055353745026812,0.00017965233415775,2011,1
"886","Java","2011-04-28",607,145,36,85316,14523,0.00998416305171108,0.00711472642880585,2011,4
